3.3968 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
64.0846 	EXP 	polygon: autoDraw = True
64.0846 	EXP 	polygon: autoDraw = True
64.0846 	EXP 	polygon: autoDraw = True
64.0846 	EXP 	polygon: autoDraw = True
64.1013 	EXP 	polygon: autoDraw = True
64.1013 	EXP 	polygon: autoDraw = True
64.1013 	EXP 	polygon: autoDraw = True
64.1013 	EXP 	polygon: autoDraw = True
64.1013 	EXP 	polygon: autoDraw = True
64.1013 	EXP 	polygon: autoDraw = True
64.1013 	EXP 	polygon: autoDraw = True
64.1181 	EXP 	polygon: autoDraw = True
64.1181 	EXP 	polygon: autoDraw = True
64.1181 	EXP 	polygon: autoDraw = True
64.1181 	EXP 	polygon: autoDraw = True
64.1181 	EXP 	polygon: autoDraw = True
64.1181 	EXP 	polygon: autoDraw = True
64.1181 	EXP 	polygon: autoDraw = True
64.1346 	EXP 	polygon: autoDraw = True
64.1346 	EXP 	polygon: autoDraw = True
64.1346 	EXP 	polygon: autoDraw = True
64.1346 	EXP 	polygon: autoDraw = True
64.1346 	EXP 	polygon: autoDraw = True
64.1346 	EXP 	polygon: autoDraw = True
64.1346 	EXP 	polygon: autoDraw = True
64.1513 	EXP 	polygon: autoDraw = True
64.1513 	EXP 	polygon: autoDraw = True
64.1513 	EXP 	polygon: autoDraw = True
64.1513 	EXP 	polygon: autoDraw = True
64.1513 	EXP 	polygon: autoDraw = True
64.1513 	EXP 	polygon: autoDraw = True
64.1513 	EXP 	polygon: autoDraw = True
64.1679 	EXP 	polygon: autoDraw = True
64.1679 	EXP 	polygon: autoDraw = True
64.1679 	EXP 	polygon: autoDraw = True
64.1679 	EXP 	polygon: autoDraw = True
64.1679 	EXP 	polygon: autoDraw = True
64.1679 	EXP 	polygon: autoDraw = True
64.1679 	EXP 	polygon: autoDraw = True
64.1846 	EXP 	polygon: autoDraw = True
